,sentence,process_name
7235,"The pouch was placed into Parr 4740 model 70 ml HT/HP reactor together with the dimethyl(1,5-cyclooctadiene)platinum(II) (PtMe2COD) precursor corresponding to 8 wt.% Pt and a stirring bar.",pressure
7236,A stainless steel cage was used to separate the stirring bar from the filter paper pouch.,pressure
7237,The reactor was sealed and heated to 80 °C and pressurized to 27.58 MPa with CO2 using ISCO 260D pump.,celcius
7238,"Then, 10 ml 0.20 M NaBH4 was added drop by drop to reduce Pt metal on AC.",Molality
7239,"Gasification was performed in a Parr 4590 model 100 ml stainless steel micro bench reactor equipped with magnetic drive stirrer and a temperature controller system (Parr Instrument Co., Moline, IL).",temperature
7240,Oven temperature settings were as follows: 3 min at 40 °C; from 40 °C to 230 °C with 8 °C/min heating rate and maintained at this temperature for 5 min.,temperature
7241,Oven temperature settings were as follows: 3 min at 40 °C; from 40 °C to 230 °C with 8 °C/min heating rate and maintained at this temperature for 5 min.,celcius
7242,The temperature of the catalyst bed was monitored by a thermocouple in contact with the catalyst bed.,temperature
7243,The selectivity to product i is based on the total number of carbon atoms in the product and is therefore defined as: Selectivity = n i M i / ∑ n i M i .,Molality
7244,The temperature of the catalyst bed was controlled by an internal K-type stainless steel thermocouple (Omega).,temperature
7245,cartridge heaters connected to an Omega CN 2011 temperature controller.,temperature
7246,"To further probe the Rb K edge, 0.2g of 5wt.% Rb–5wt.% Mo2C/MgO or 5wt.% Rb/MgO was loaded into a reactor tube and assembled into the cell.",kelvin
7247,"Then, both samples were dried at 373 K during 12 h. The knowledge of the mass of the original miscanthus, Mo, of the mass of cellulose-rich extract, Mex and of the mass of residue, Mr allows to calculate the recovery of miscanthus components, Recovery(cell), the regeneration rate, Rreg (%) and the miscanthus dissolution rate, Rdiss (%) according to: (1) R diss % = M 0 - M r M 0 × 100 (2) R reg % = M ex M o × 100 (3) Recovery ( c e l l ) % = M ex × C ex - c e l l M o × C o - c e l l × 100 Where: C ex - c e l l and C o - c e l l are the cellulose content in the extract and the original miscanthus.",Molality
7248,"Then, both samples were dried at 373 K during 12 h. The knowledge of the mass of the original miscanthus, Mo, of the mass of cellulose-rich extract, Mex and of the mass of residue, Mr allows to calculate the recovery of miscanthus components, Recovery(cell), the regeneration rate, Rreg (%) and the miscanthus dissolution rate, Rdiss (%) according to: (1) R diss % = M 0 - M r M 0 × 100 (2) R reg % = M ex M o × 100 (3) Recovery ( c e l l ) % = M ex × C ex - c e l l M o × C o - c e l l × 100 Where: C ex - c e l l and C o - c e l l are the cellulose content in the extract and the original miscanthus.",kelvin
7249,"Enzymatic hydrolysis was carried out at 323.15 K during 3 days with the optimum conditions given in previous work (Hassan et al., 2015).",kelvin
7250,"The efficiency of hydrolysis process could be calculated with the following equations (Hassan et al., 2015): (5) G l u c o s e h y d r o l y s i s e f f i c i e n c y % = ( v o l u m e o f r e a c t i o n ( l ) × g l u c o s e c o n c e n t r a t i o n ( g / l ) ) ( m a s s o f s a m p l e ( g ) × f r a c t i o n c e l l u l o s e i n s a m p l e ) × 0.9 × 100 (6) X y l o s e h y d r o l y s i s e f f i c i e n c y % = ( x y l o s e c o n c e n t r a t i o n ( g / l ) × v o l u m e o f r e a c t i o n ( l ) ) ( m a s s o f s a m p l e ( g ) × f r a c t i o n h e m i c e l l u l o s e i n s a m p l e ) × 0.88 × 100 2.7.1 Yeast and culture conditions The method used for the fermentation of hydrolysis was described in previous work (Hassan et al., 2015).",molarity
7251,"The efficiency of hydrolysis process could be calculated with the following equations (Hassan et al., 2015): (5) G l u c o s e h y d r o l y s i s e f f i c i e n c y % = ( v o l u m e o f r e a c t i o n ( l ) × g l u c o s e c o n c e n t r a t i o n ( g / l ) ) ( m a s s o f s a m p l e ( g ) × f r a c t i o n c e l l u l o s e i n s a m p l e ) × 0.9 × 100 (6) X y l o s e h y d r o l y s i s e f f i c i e n c y % = ( x y l o s e c o n c e n t r a t i o n ( g / l ) × v o l u m e o f r e a c t i o n ( l ) ) ( m a s s o f s a m p l e ( g ) × f r a c t i o n h e m i c e l l u l o s e i n s a m p l e ) × 0.88 × 100 2.7.1 Yeast and culture conditions The method used for the fermentation of hydrolysis was described in previous work (Hassan et al., 2015).",gram
7252,"The experiments were performed at 150 °C in a Tian-Calvet heat flow calorimeter (C80 from Setaram) linked to a conventional volumetric apparatus equipped with a Barocel capacitance manometer for pressure measurements, which enables the determination of adsorbed amounts and equilibrium pressure.",pressure
7253,"The experiments were performed at 150 °C in a Tian-Calvet heat flow calorimeter (C80 from Setaram) linked to a conventional volumetric apparatus equipped with a Barocel capacitance manometer for pressure measurements, which enables the determination of adsorbed amounts and equilibrium pressure.",celcius
7254,"To get additional information about Brønsted and Lewis acidity, methanol adsorption microcalorimetry experiments were performed, following the same protocol as for NH3 and SO2 adsorptions, at a temperature of 30 °C.",temperature
7255,"To get additional information about Brønsted and Lewis acidity, methanol adsorption microcalorimetry experiments were performed, following the same protocol as for NH3 and SO2 adsorptions, at a temperature of 30 °C.",celcius
7256,"Acrolein production was performed in a setup consisting of two sequential stainless-steel continuous-flow reactors (R1 and R2), the first one filled with the redox catalyst and the second one with the aldolization (acid/base) catalyst, both working close to atmospheric pressure.",pressure
7257,"The reaction temperature was monitored by moving a thermocouple inserted in the catalytic bed, allowing the determination of the temperature profile and the identification of hot-spots.",temperature
7258,"The optimal conditions, in order to limit the COx production, for the first reactor, were MeOH/EtOH/O2/N2 molar ratio = 4:2:8:86, T1 = 266 °C, GHSV = 10,000 or 5000 h-1.",celcius
7259,"The resultant suspension was stirred for 30 min, and transferred into a Teflon-lined stainless steel autoclave, sealed, and maintained at 130 °C for 48 h in an electric oven.",celcius
7260,"The autoclave was cooled to room temperature and obtained material was filtered, neutralized with 0.1 M HCl solution and washed with deionized water for five times to remove the unwanted products.",temperature
7261,"The autoclave was cooled to room temperature and obtained material was filtered, neutralized with 0.1 M HCl solution and washed with deionized water for five times to remove the unwanted products.",Molality
7262,The catalyst (150 mg) was dispersed by stirring at 500 rpm in 120 mL of a 20 vol% methanolic aqueous solution at 25 °C for 30 min in the dark to equilibrate any adsorption processes and ensure a uniform catalyst suspension.,celcius
7263,All fermentations were carried out in 150 ml glass serum bottles with working volume of 100 ml.,volume
7264,"The volatile fatty acids and alcohols were detected by GC (4890D, Agilent Cooperation, USA) equipped with a hydrogen flame-ionization detector and a 2.0 m stainless steel column packed with GDX103 (60/80 mesh).",molarity
7265,"The gas samples were measured by GC (GC-SC2, Shanghai Analytical Apparatus, Shanghai, China) equipped with a thermal conductivity detector and a 2.0 m stainless steel column packed with TDS-01 (60/80 mesh) and N2 at a flow rate of 70 ml min−1 as carrier gas.",molarity
7266,The GC is equipped with column of 30 m × 0.25 mm DB and N2 at a flow rate of 1 ml min−1 as carrier gas.,molarity
7267,It is surrounded by a cooling system that maintains the temperature at 298K during the experiments.,temperature
7268,"water, ethanol and the catalyst; another, connected to a porous septum, to allow the collection of the produced gas through a gas-tight syringe; the last one to connect the upper side of the reactor to a vacuum pump and to a line of argon (grade 99,9999%) filling the free volume of the reactor at the pressure of 1bar (this pressure assured better values for the sonophotolysis tests ).",pressure
7269,"water, ethanol and the catalyst; another, connected to a porous septum, to allow the collection of the produced gas through a gas-tight syringe; the last one to connect the upper side of the reactor to a vacuum pump and to a line of argon (grade 99,9999%) filling the free volume of the reactor at the pressure of 1bar (this pressure assured better values for the sonophotolysis tests ).",volume
7270,"Temperature and pressure inside the reactor are constantly monitored through a thermocouple and a pressure probe, respectively.",pressure
7271,The co-precipitation was performed isothermally at 80°C and atmospheric pressure with NaOH in a glass balloon equipped with a condenser.,pressure
7272,"The Brunauer-Emmett-Teller (BET) method was used to analyze the textual properties (average pore diameter, specific surface area and pore volume) of samples by means of N2 adsorption-desorption isotherms.",volume
7273,The fixed bed reactor was heated by a vertical cylindrical electric furnace and the temperature was measured via aK-type thermocouple placed in the center of the reactor bed.,temperature
7274,The process was performed under isothermal conditions at 500–750°C and atmospheric pressure.,pressure
7275,"The photocatalytic reaction zone, formed between the quartz glass tube and the outer polycarbonate wall, has an inner radius of 1.41 cm, an outer radius of 2.54 cm, and an effective length of 32.76 cm, yielding a total fluidized reactor volume of 0.45L.",volume
7276,The upper outlet portion of the reactor contains dual outlet ports and was designed such that no gas bubbles can be trapped; this ensures that all product gases are removed from the reactor volume so as to provide accurate measurement of the gas evolution rates.,volume
7277,The outlet ports of the fluidized bed reactor were connected directly to a gas-liquid separator unit (total volume of 0.40L).,volume
7278,"The top of the separator was also fitted with a thermocouple, a digital pressure gauge, a pressure relief valve and a number of auxiliary ports for other measurements, such as liquid sampling.",pressure
7279,"A National Instruments USB-6212 Data Acquisition (DAQ) card provided direct control of the GC, UV lamp, and centrifugal circulation pump, and was used to record the temperature, flow rate and pressure data.",temperature
7280,"A National Instruments USB-6212 Data Acquisition (DAQ) card provided direct control of the GC, UV lamp, and centrifugal circulation pump, and was used to record the temperature, flow rate and pressure data.",pressure
7281,The photocatalyst particles were then rinsed thoroughly and dried at room temperature.,temperature
7282,The calcined and physically conditioned photocatalyst particles were placed into the reaction volume of the UV-irradiated fluidized bed reactor with 1L of water.,volume
7283,The system consistently stabilized at a constant temperature of 35°C throughout all experiments.,temperature
7284,"Another Ni bar (0.1 dm diameter; 0.078 dm2 area) was also used as the working electrode, which can be reused several times after removing the nickel deposit by abrasion and polishing processes.",pressure
7285,"For this purpose, an ice bath was used, in which the temperature was measured with a probe type digital thermometer.",temperature
7286,"A Flir i7 infrared thermometer (2% accuracy, ε = 0.95 and thermal sensitivity of 0.1 °C) were used to check variations in bulk temperature profile of the system.",temperature
7287,"A Flir i7 infrared thermometer (2% accuracy, ε = 0.95 and thermal sensitivity of 0.1 °C) were used to check variations in bulk temperature profile of the system.",celcius
7288,"2.2.2 Synthesis of chitosan microspheres To prepare the chitosan beads, initially a 20 mL aliquot of the 4% chitosan solution (w/v in 0.1 M HCl) was mixed with 20 mL of the 4% PVA solution and the mixing until completely homogeneous.",Molality
7289,"Finally, an aliquot of the original residue solution and an aliquot of the supernatant after adsorption assay were analyzed for Ni+2 concentration by Energy Dispersive X-ray Fluorescence (EDXRF) using the SHIMADZU equipment Rayny 720.",concentration
7290,The reactor temperature was maintained at 30°C.,temperature
7291,The ambient temperature was set at 35–40 °C to keep the ambient humidity below 50 RH% through the whole spinning process.,temperature
7292,The ambient temperature was set at 35–40 °C to keep the ambient humidity below 50 RH% through the whole spinning process.,celcius
7293,"Heat treatment process included three stages: pre-oxidation at 250 °C for 2 h in air, stabilization at 450 °C for 2 h in Ar atmosphere and carbonization at 900 °C for 2 h in Ar atmosphere .",celcius
7294,"Saturated calomel electrode (SCE) and Hg/HgO electrode are employed as reference electrodes (RE) in 0.5 mol L−1 H2SO4 aqueous solution (0.5 M H2SO4) and 1 mol L−1 KOH aqueous solution (1 M KOH), respectively.",Molality
7295,"10 μL of the mixed solution, divided into four times, was dropped on the GC electrode and dried in vacuum at room temperature for 12 h. Total catalyst loading for each investigated electrode is 849 μg cm−2.",temperature
7296,"GC/MS analyses were performed on an Agilent HP 6890 gascromatograph equipped with a 5973 mass detector and an HP-5-MS column (30m×0.25mm×0.25μm, Agilent), employing the following temperature program: 60°C (1min)/6°Cmin−1/150°C (1min)/12°Cmin−1/280°C (5min).",temperature
7297,The liquid media was separated from the biomass by filtration and was used for pH measurement while the mycelia were dried at 60°C for 24h to measure the biomass dry weight.,weight
7298,"1H NMR (400MHz, CDCl3, TMS): δ =7.35–7.25 (m, 5H, aromatic hydrogens), 4.67 (s, 2H, CH 2 ).",molarity
7299,"1H NMR (400MHz, CDCl3, TMS): δ =7.35–7.15 (m, 5H, aromatic hydrogens), 3.85 (t, 2H, J =6.6Hz, PhCH 2 CH 2 OH), 3.85 (t, 2H, J =6.6Hz, PhCH 2 CH2OH).",molarity
7300,"1H NMR (400MHz, CDCl3, TMS): δ =7.25–7.10 (m, 5H, aromatic hydrogens), 3.60 (t, 2H, J =6.4Hz, PhCH 2 CH 2 CH 2 OH), 2.65 (t, 2H, J =7.2Hz, PhCH 2 CH 2 CH2OH), 1.83 (m, 2H, PhCH 2 CH 2 CH2OH).",molarity
7301,"1H NMR (400MHz, CDCl3, TMS): δ =7.28 (m, 2H, aromatic hydrogens), 6.93 (3H, m, aromatic hydrogens), 4.08 (m, 2H, PhOCH 2 CH2OH), 3.94 (m, 2H, PhOCH2 CH 2 OH).",molarity
7302,"1H NMR (400MHz, CDCl3, TMS): δ =7.38 (m, 1H, heteromatic hydrogen), 6.32 (m, 1H, heteroaromatic hydrogen), 6.27 (m, 1H, heteroaromatic hydrogen), 4.59 (s, 2H, CH 2 OH).",molarity
7303,"1H NMR (400MHz, CDCl3, TMS): δ =7.20 (m, 1H, heteroaromatic hydrogen), 6.99 (m, 1H, heteroaromatic hydrogen), 6.90 (m, 1H, heteroaromatic hydrogen), 3.85 (t, 2H, J =6.2Hz, CH 2 OH), 3.02 (t, 2H, J =6.2Hz, CH 2 CH2OH).",molarity
7304,"1H NMR (400MHz, CDCl3, TMS): δ =6.15 (dd, 1H, J =15.0, 10.5Hz, CH = C), 5.95 (dd, 1H, J =15.0, 10.5Hz, CH = C), 5.59 (m, 2H, 2CH =C), 4.00 (d, 2H, J =6.0Hz, CH 2 OH), 1.68 (d, 2H, J =6.2Hz, CH 3 C=).",molarity
7305,"1H NMR (400MHz, CDCl3, TMS): δ =3.63 (t, 2H, J =6.6Hz, CH 2 OH), 1.56 (t, 2H, J =6.5Hz, CH 2 ), 1.40-1.20 (m, 10H, 5 CH 2 ), 0.88 (t, 3H, J =7.1Hz, CH 3 ).",molarity
7306,"Furthermore, the temperature of 40 °C and the ultrasonic agitation (20 Hz, 180 W) were served as the dispersion conditions.",temperature
7307,"Furthermore, the temperature of 40 °C and the ultrasonic agitation (20 Hz, 180 W) were served as the dispersion conditions.",celcius
7308,The BPBR was a rectangular polymethyl methacrylate (PMMA) vessel with working volume of 100 × 50 × 10 mm3 (50 ml).,volume
7309,"The condition for enzymatic hydrolysis was 60 °C and 200 rpm for 24 h or 48 h. After hydrolysis, the mixture was centrifuged to remove the residue cell pellets.",celcius
7310,The supernatant was then used as the substrate for hydrogen production after estimating the reducing sugar (RS) concentration by the dinitrosalicylic reagent method .,concentration
7311,"To optimize the biohydrogen production, a pH of 6.0–8.0, a temperature of 32–42 °C, and biomass hydrolysates with an RS concentration of 3–12 g/L were used.",temperature
7312,"To optimize the biohydrogen production, a pH of 6.0–8.0, a temperature of 32–42 °C, and biomass hydrolysates with an RS concentration of 3–12 g/L were used.",concentration
7313,"To optimize the biohydrogen production, a pH of 6.0–8.0, a temperature of 32–42 °C, and biomass hydrolysates with an RS concentration of 3–12 g/L were used.",celcius
7314,Thermal stability of PVA membranes was evaluated with a thermogravimetric analyzer (TGA) of TA-Q50 TGA instrument from Thermal Analysis (TA) Co. at a heating rate of 10 °C min.−1 under a nitrogen flow of 100 mL min−1.,celcius
7315,"The samples were thermally cured at 60 °C for 24 h. The silicone resin parts were peeled off from the lotus leaf substrates, and then used as the templates for PVA membranes.",celcius
7316,"After being added with MA (5 wt% of PVA) and acetic acid (0.5 wt% of PVA) as a crosslinking agent and a catalyst for PVA crosslinking reaction, respectively, the solution was stirred at room temperature for 1 h and then stand for 24 h for degas.",temperature
7317,"The PVA solution was cast on the silicone templates, thermally treated at 45 °C for 18 h and at 120 °C for 2 h. The samples were immersed in water to collected the lotus-leaf-biomimicked PVA membranes (L-PVA).",celcius
7318,"1 , the shock tube has a 2 m high pressure driver section and a 7.3 m low pressure driven section divided by double polyethylene terephthalate (PET) diaphragms.",pressure
7319,"1 , the shock tube has a 2 m high pressure driver section and a 7.3 m low pressure driven section divided by double polyethylene terephthalate (PET) diaphragms.",molarity
7320,Four PCB 113B26 pressure sensors are installed along the end of the driven section at equal spacing.,pressure
7321,Fluke PM 6690 time counters are used to measure the time interval between the shock wave reaching each pressure sensor to determine the shock wave velocity.,pressure
7322,The simulations of the ignition delay time in the shock tube were performed using the 0-D constant volume and adiabatic solver in the Chemkin Pro software .,volume
7323,The non-ideal pressure rise ratio (dP/dt = 4.2%/ms) of the shock tube is considered in numerical modelling using the SENKIN/VTIM method  recently did comprehensive measurements on the ignition delay times of argon diluted hydrogen using a shock tube from low to high pressure (1.2 to 16 atm) and lean to rich conditions (equivalence ratios of 0.5–2.0) with the similar test mixture composition as that in this study.,pressure
7324,", the measurements and simulations show good agreement (see the supporting material) indicating that the Pentane Isomer Model is able to capture the high temperature ignition delay time of hydrogen from low to high pressures, and lean to rich conditions.",temperature
7325,"Based on the results obtained from the one factor experiments, three independent variables were selected including ultrasound temperature (°C, A), power (W, B) and exposure time (min, C), and each variable was set at the three levels, with the frequency fixed at 40 kHz.",temperature
7326,"Based on the results obtained from the one factor experiments, three independent variables were selected including ultrasound temperature (°C, A), power (W, B) and exposure time (min, C), and each variable was set at the three levels, with the frequency fixed at 40 kHz.",celcius
7327,"Finally, a three-variable, three-level Box-Behnken design (BBD) was used to optimize the ultrasound conditions so as to obtain the lowest concentration of higher alcohols (the response, Y).",concentration
7328,"The temperature was kept constant using the Nosé-Hoover thermostat, with a relaxation constant of 0.5 ps.",temperature
7329,"This approach allows the correct description of the full potentials, without the need for long-range corrections of energy, pressure and surface tension : (1) γ = L z 2 p zz − p xx + p yy 2 where γ is the surface tension, L z the simulation box length in the z direction and 〈p ii>〉 the average of the pressure component in the ii direction (x, y or z).",pressure
7330,(4): (4) A assoc = k B T ∑ i x i ∑ a ln X i a − X i a 2 + M i 2 where M i stands for the number of association sites and X i a the fraction of non-bonded sites of a molecule i.,Molality
7331,"With this approach, five molecular parameters are needed to fully described a fluid of associating chains with soft-SAFT: the chain length, m, the size of the segments making the chains, σ, the dispersive energy of interaction between segments, ε, and ε HB and κ HB related to the energy and volume of association, respectively.",molarity
7332,"With this approach, five molecular parameters are needed to fully described a fluid of associating chains with soft-SAFT: the chain length, m, the size of the segments making the chains, σ, the dispersive energy of interaction between segments, ε, and ε HB and κ HB related to the energy and volume of association, respectively.",volume
7333,The volume and energy association parameters characterizing the interactions between different association sites are calculated by mixing rules in an analogous manner to that followed for σij and εij : (7) κ ij HB = κ ii HB 1 3 + κ jj HB 1 3 2 3 (8) ε ij HB = α ij HB ε ii HB ε jj HB where α ij HB is a binary adjustable parameter which can be used to correct for possible deviations from the geometric mean of the cross-association energy.,volume
7334,"Second order derivative properties such as the isothermal compressibility, the thermal expansion coefficient, the isochoric specific heat and the isobaric specific heat, k T , α p , C V and C P , respectively, are calculated analytically from the soft-SAFT equation by the direct derivation of the Helmholtz free energy and the pressure .",pressure
7335,"Hence, five molecular parameters are needed to fully describe a fluorinated alcohol with soft-SAFT: m, σ, ε, εHB and κHB .",molarity
7336,"The torch has a thoriated tungsten cathode and four numbers of copper ring segments separated by teflon gaskets and a copper anode at the bottom, each of which is water-cooled by passing eight litres per minute (lpm) of water at 2.5 bar pressure.",pressure
7337,"The chamber is pumped down with a 1500 lpm rotary vacuum pump, gas flow rates were controlled by Alborg made mass flow controllers and the ambient pressure is measured with a digital Pirani pressure gauge.",pressure
7338,The specific surface area and pore volume distribution were measured by Brunauer-Emmett-Teller (BET) technique in a static volumetric adsorption surface area analyzer system using N2 adsorption/desorption isotherm (Quantachrome Autosorb iQ).,volume
7339,"After this, to this suspension 20 ml of 0.1 M Hydrogen peroxide (H2O2) was added with lights illuminated.H2O2 can enhance photocatalytic reactions by promoting production of the hydroxyl radicals.",Molality
7340,"The mineralization of the dye was studied using Waters Alliance HPLC (Waters 2695, Separation module), equipped with photodiode array detector, using Luna C18 reversed-phase column (150 mm × 4.6 mm, particle size 5 µm, pore size 100 Å, Phenomenex, Torrance, USA), at a fixed temperature of 37 °C.",temperature
7341,"The mineralization of the dye was studied using Waters Alliance HPLC (Waters 2695, Separation module), equipped with photodiode array detector, using Luna C18 reversed-phase column (150 mm × 4.6 mm, particle size 5 µm, pore size 100 Å, Phenomenex, Torrance, USA), at a fixed temperature of 37 °C.",celcius
7342,"The HPLC separation was done using a mobile phase (CH3CN: H2O = 1:1 by volume, H3PO4 = 50 mM, pH = 3.5).",volume
7343,"Later, the 1% (v/v) enriched inoculum was incubated in the presence of a varying concentration of nanoparticles (0 to 1 mg/mL) in LB broth at 180 rpm and 37°C for 12 h in a shaker incubator.",concentration
7344,"The linear sweep voltammograms (LSV, 5 mVs−1), Cyclic Voltammetry (CV) and impedance measurements were performed in 0.5 M H2SO4.",Molality
7345,"At last, the mixed solution was transferred into the Teflon-lined autoclave at the preset temperature of 140 °C for 12 h. The final product was washed with deionized water and ethanol several times, then the powder was dried at 60 °C for 4 h. XRD (X-ray powder diffraction) pattern was used to analyze the structure of CdxZn1-xS-FG nanocomposites (MAC Science MXP-18, Cu Kα).",temperature
7346,"At last, the mixed solution was transferred into the Teflon-lined autoclave at the preset temperature of 140 °C for 12 h. The final product was washed with deionized water and ethanol several times, then the powder was dried at 60 °C for 4 h. XRD (X-ray powder diffraction) pattern was used to analyze the structure of CdxZn1-xS-FG nanocomposites (MAC Science MXP-18, Cu Kα).",celcius
7347,The samples were dispersed in anhydrous ethanol using an ultrasonic bath and then a drop of produced suspension was placed onto a copper grid coated with carbon films and dried at room temperature naturally.,temperature
7348,"To evaluate the performance of prepared catalyst for H2 production by GSR, the reaction was performed in a stainless steel tubular fixed-bed reactor (11mm internal diameter and 40cm length) under atmospheric pressure.",pressure
7349,The temperature of pre-heater and the line connecting the preheating section to the reactor were maintained at 300–350°C.,temperature
7350,"(2)): (2) Y H 2 ( % ) = m o l e s o f H 2 p r o d u c e d 7 × m o l e s o f g l y c e r o l i n t h e f e e d × 100 To perform carbon balance, the carbon content of the condensable by-products was measured by CHNS analysis (EA 1108, Fisons, CHNS).",molarity
7351,"(2)): (2) Y H 2 ( % ) = m o l e s o f H 2 p r o d u c e d 7 × m o l e s o f g l y c e r o l i n t h e f e e d × 100 To perform carbon balance, the carbon content of the condensable by-products was measured by CHNS analysis (EA 1108, Fisons, CHNS).",gram
7352,"Specifically, molybdenum powder (0.75 g, 7.8 mmole) was added in small portions to 10 mL of aqueous 30% hydrogen peroxide (327 mmole) over the course of ∼2 min at room temperature without excessive foaming.",temperature
7353,"Specifically, molybdenum powder (0.75 g, 7.8 mmole) was added in small portions to 10 mL of aqueous 30% hydrogen peroxide (327 mmole) over the course of ∼2 min at room temperature without excessive foaming.",gram
7354,"Finally, 0.01 M hydrochloric acid solution was used to titrate the absorption solution.",Molality
7355,"Subsequently, the feedstock was made by adding tap water and 6M KOH to adjust the carbohydrate concentration and pH to be the same as in start-ups I and II.",concentration
7356,After cooling to room temperature 77.52mmol (8.5ml) TiCl4 was added dropwise under stirring.,temperature
7357,(ii) Synthesis of the platinum nanoparticles: 179mg HPtCl6 were dissolved in 60ml DMF and stirred for 15min at room temperature.,temperature
7358,"(iv) Pre-mixing of nanoparticle dispersions for aerogel preparation: For the preparation of a mixture of Pt and TiO2 nanoparticles, the aqueous TiO2 anatase dispersion is mixed with the platinum dispersion in DMF in a volume ratio of 2:1.",volume
7359,The final gels can be removed from the container after cooling to room temperature.,temperature
7360,"Then, the solid catalyst sample (25mg) was introduced in a Teflon crucible, followed by the addition of methanol and water (10ml MeOH/H2O in the volume ratio of 1/1).",volume
7361,"20cc/min, 14mmol/s) for 1h at room temperature.",temperature
7362,The photocatalytic reaction was carried out at room temperature with 0.1g CdS(bulk)/ TiO 2 composite photocatalyst powders suspended by a magnetic stirrer and using an Hg-arc lamp (500W) equipped with a cutoff filter ( λ ⩾ 420 nm ).,temperature
7363,"Then the reactor was cooled to reaction temperature, and n-decanol was pumped into a preheater at 280°C, heated into steam and purged into reactor with 200mL/minN2 flow.",temperature
7364,The resulting product was fed into a high pressure fixed bed reactor for hydro-isomerization using metal/acid bifunctional catalyst as described in the section 2.5.,pressure
7365,"In order to investigate the effects of reaction temperature, hydro-isomerization reactions were carried out at different temperatures, and the products were analyzed according to the methods described in Section 2.4.",temperature
7366,"Pilot scale tests of fatty alcohol to jet fuel were also carried out in down-flow fixed bed reactors under optimized conditions (temperature, LHSV and so on).",temperature
7367,The catalyst volume in both steps are 500mL.,volume
7368,"The aqueous solution of ZrOCl2 was added to a vigorously stirred solution of NH4OH according to the ratio of n(Zr)/n(OH−) at T = 50 °C, pH = 9.",celcius
7369,The bio-oil aqueous fraction steam reforming experiments were carried out in a continuous flowing system using a fixed-bed reactor made of quartz under atmospheric pressure (Fig.,pressure
7370,γ-Al2O3 support was obtained by calcining commercialized pseudo-boehmite at 500 °C for 3 h. ZrO2 modified Au-Pd/γ-Al2O3 catalyst was prepared by a stepwise impregnation method.,celcius
7371,FT-IR analysis of benzaldehyde adsorbed samples was carried out on a Bruker Vertex 70 V spectrometer after benzaldehyde adsorption overnight at room temperature and vacuum dried at 170 °C for 12 h. And the spectrum of free benzaldehyde was measured as a reference.,temperature
7372,FT-IR analysis of benzaldehyde adsorbed samples was carried out on a Bruker Vertex 70 V spectrometer after benzaldehyde adsorption overnight at room temperature and vacuum dried at 170 °C for 12 h. And the spectrum of free benzaldehyde was measured as a reference.,celcius
7373,The spectra were recorded on a BRUKER VERTEX70V FT-IR spectrometer at room temperature with a resolution of 4 cm−1.,temperature
7374,"After purging, the O2 pressure was maintained at 0.2 MPa and the reactor was heated to 110 °C.",pressure
7375,"After purging, the O2 pressure was maintained at 0.2 MPa and the reactor was heated to 110 °C.",celcius
7376,"1wt.% Ru catalyst, 0.300 mmole of RuCl3 in 20mL H2O were added dropwise into a suspension of activated carbon (3 gr) in water (70mL) under stirring, and the mixture was further stirred for 22h at room temperature.",temperature
7377,The samples were finally dried at room temperature overnight.,temperature
7378,"After sulfonation, the solid catalyst was recovered by filtration, washed with deionized water until neutral pH of the filtrate and dried overnight at room temperature.",temperature
7379,"Nitrogen adsorption/desorption experiments at −196°C were performed for the determination of specific surface area (multi-point BET method), total pore volume (at P/Po=0.99), mircopore area by t-plot analysis and pore size distribution (BJH method using adsorption data or DFT analysis) of the samples which were previously outgassed at 150°C for 16h under 5×10−9 Torr vacuum, using an Automatic Volumetric Sorption Analyzer (Autosorb-1MP, Quantachrome).",volume
7380,"The catalytic tests were carried out in batch mode according to the following procedure: 0.48g of catalyst, 1.12g cellulose and 40mL of deionized water were loaded in a high-pressure autoclave reactor (100mL, Parr, Monel 400), flushed three times with pure hydrogen and heated to 180°C under relatively low H2 pressure (2.0MPa, at room temperature) and vigorous stirring (600rpm).",temperature
7381,"The catalytic tests were carried out in batch mode according to the following procedure: 0.48g of catalyst, 1.12g cellulose and 40mL of deionized water were loaded in a high-pressure autoclave reactor (100mL, Parr, Monel 400), flushed three times with pure hydrogen and heated to 180°C under relatively low H2 pressure (2.0MPa, at room temperature) and vigorous stirring (600rpm).",pressure
7382,"In addition, the effect of hydrogen pressure was tested by performing experiments at initial (room temperature) pressures of 2, 6 and 9MPa, at constant temperature of 180°C.",temperature
7383,"In addition, the effect of hydrogen pressure was tested by performing experiments at initial (room temperature) pressures of 2, 6 and 9MPa, at constant temperature of 180°C.",pressure
7384,"for the case of sorbitol: Ssorbitol (%) = (mol C of sorbitol/mol of total C converted) ×100 In order to determine the moles of total C converted, the C moles of initial and non-converted cellulose were estimated by the equation: C moles of cellulose = [mass of cellulose/(0.9 × 180.16)] * 6 The yield of products was estimated from their mass and the mass of initial cellulose used, with the following equation: Yield (%) = (mproduct/mcellulose feed) ×100 The bifunctional catalysts (5% Ru/AC-SO3H & 5% Pt/AC-SO3H) were also evaluated for their stability and reusability in the hydrolytic hydrogenation of microcrystalline cellulose at 2MPa hydrogen pressure, for 24h at 180°C.",pressure
7385,The working volume of the AGSB was 1L and a paddle impeller agitator was installed into the center of the reactor with a fixed agitation rate of 15rpm.,volume
