,sentence,label
15283,"The trend is shown at constant temperature, exemplified for 500 °C and 1 bar.",0
15286,5 it can be clearly observed that H2 production increases with the H2O/AcOH ratio whatever the temperature is.,0
15287,The highest increment is observed at 600 °C.,0
15288,5 intends to show that depending on the H2O/AcOH ratio the temperature at which the maximum production of H2 is reached changes.,0
15289,For ratios in between (2/1 < H2O/AcOH < 6/1) this maximum is reached at 700 °C.,0
15290,5 shows that the difference in H2O/AcOH ratio should be very high to notice significant changes in the temperature where H2 production reaches its maximum.,0
15291,This leads to the conclusion that the temperature has a stronger effect on H2 production than the H2O/AcOH ratio.,0
15292,"As expected, CO production increases with temperature, but decreases with the H2O/AcOH ratio.",0
15293,The product distribution is given exemplified for a constant temperature of 500 °C showing a clear tendency of the products.,0
15295,It must be noticed that at higher pressures the temperature when the WGS equilibrium shifts towards CO production is higher in comparison with the one corresponding to atmospheric pressure.,0
15297,The most remarkable changes in product distribution due to pressure happen between 1 and 6 bar.,0
15298,9 the effect of pressure on CO production is shown.,0
15299,"As expected, increasing temperature the H2 production increases until a maximum is reached, and then it slightly decreases.",0
15300,At this high temperature the endothermic SR reaction is so favored that the production of H2 is independent of pressure.,0
15302,"As expected, CO production increases with temperature since it is formed via RWGS reaction.",0
15303,"Taking into account that at H2O/AcOH ratio of 4/1 CO is not formed until 400 °C is reached, pressure influences CO production between 400 °C and 900 °C range.",0
15305,"While CO/CO2 ratio does not vary remarkably at low temperatures (T < 500 °C), at high temperatures an increase of CO/CO2 ratio can be observed, which is more rapid at lower H2O/AcOH ratios.",0
15306,"12 as function of H2O/AcOH ratio for two temperatures, 500 °C and 800 °C, at 1 bar.",0
15308,800 °C) CO production overcomes CO2 production for H2O/AcOH <4/1.,0
15309,500 °C) CO2 production is higher than CO production for every H2O/AcOH ratio.,0
15310,Balch tubes (Bellco Glass Co.) with a working volume of 27ml were used for all tests.,0
15311,The maximum specific production rates were calculated based on the amount of end-products produced per hour between four consecutive time points and corresponding cell dry weight during mid to late exponential phase.,0
15312,structure and are stable at room temperature .,0
15313,"Clearly, more hydrogen diffused into the Ti4211 alloy, promoted the formation of titanium hydride and accelerated the volume expansion .",0
15314,"One volume of the test sample and two volumes of stock reagent were mixed in a screw-capped centrifuge tube, vortexed and heated for 15min on a boiling water bath.",0
15315,"All tests were performed at room temperature (25 °C) under three pressure levels of the natural gas pipeline systems (5, 7, and 10 MPa).",0
15318,3 presents a comparison of the punch-displacement curves obtained under various environmental conditions at the three testing pressure levels.,0
15319,The decrease in the load–displacement curves with an increasing H2 concentration is nearly consistent at all three testing pressure levels of the H2 gas mixture.,0
15321,"4 shows the effect of the hydrogen gas mixture pressure on the SP load–displacement curves obtained at a H2 concentration of 5%.The data curves are relatively consistent among the three pressure levels, with the exception that the elastic and plastic bending region at 10 MPa is slightly higher than that at a lower gas mixture pressure, as shown in Fig.",0
15323,6 depicts the variation of the maximum load and displacement at failure against the H2 partial pressure.,0
15324,"The constructed curve representing the partial pressure dependency of the maximum load is schematically characterized by a transition curve with the distinct stages of an upper shelf, a transition region, and a lower shelf.",0
15325,"PCO2, explained 15.7% of total variation, and separated the five conditions with Cd and heptanal (closed triangles) and the condition with Cd and the highest heptanol concentration (red closed circle) on the positive side from the remaining conditions (without Cd – open symbols and with Cd and the four lowest heptanol concentrations – light green, green, dark green and pink closed circles) on the negative side of the axis.",0
15326,"In conditions without Cd, PCO2 separated three groups, the four lowest octanal concentrations (open triangles) on the positive side, the conditions without VOCs or with octanol (open circles) on the negative side but close to the axis origin, and the highest octanal concentration (red open triangle) on the far negative side of axis 2.",0
15327,"Aniline (99.5%), benzyl alcohol (99.5%), N-phenyl benzylimine (99.5%), N-phenyl benzylamine (99.5%), N,N-dibenzylaniline (99.5%), and biphenyl (>99%), all purchased at J&K, were used in the catalytic tests and as standards for GC calibration.",0
15328,"Furthermore, the surface Mn, K, and Pd composition of the samples was analyzed by X-ray photoelectron analysis (XPS) on an Axis Ultra DLD spectrometer (Kratos Analytical) provided with Al Kα radiation (hν =1486.6eV) and operating at 150W (10mA to 15kV).",0
15329,The t-plot method was used to measure the external surface of the catalysts and micropore volume.,0
15332,"In each test, 50mg of the sample was loaded into the reactor and purged with 30mL/min He at 300°C for 1h to remove adsorbed moisture and vapors and then cooled down to room temperature.",0
15333,"3.2.2 Influence of the catalyst weight To survey the effect of the catalyst weight on the performance of the Pd/K-OMS-2 catalyst, a series of devoted catalytic tests were carried out at standard reaction conditions, with the catalyst weight varied in the range 7.5–90mg (Fig.",0
15334,"Within the limits of the experimental error, the aniline conversion and PBA yield were kept at high values and essentially unchanged with the catalyst weight in the range 30–60mg.",0
15335,"However, the K-OMS-2 framework showed a higher thermal stability after Pd incorporation with no additional weight loss steps.",0
15336,"3.3.7 Elemental analyses Table 3 lists the bulk Mn, K, and Pd composition (weight basis), as well as the average oxidation state (AOS) of the different samples prepared in this study as inferred from EDX elemental analysis.",0
15338,"3.3.8 XPS A complete XPS study was conducted to gain insight into the oxidation state, surface composition, and atomic environment of Mn, K, and Pd species in the different samples under study.",0
15339,"This body of data supports a dramatic change in the K environment after the reaction, evolving from a highly dispersed eight-coordinated environment inside the cryptomelane tunnels into a surface-segregated K2O or KOH phase in hausmannite (the K2p BEs in K2O are about 295.7 and 292.9eV ).",0
15340,This hypothesis can be reinforced by the difference in the bulk and surface K compositions in Pd/MMO (Table 5).,0
15341,"To the aqueous solution was added SiO2 (3.0g), and the mixture was stirred at room temperature for 2h.",0
15342,To an aqueous solution (6.8mL) of Na2CO3 (120mg) was added SiO2 (3.0g) and the mixture was stirred at room temperature for 2h.,0
15343,"After the reaction, the mixture was cooled to room temperature and analyzed using GC.",0
15344,The reducibility of the supported catalysts was analysed by temperature programmed reduction (TPR) in a home-made equipment.,0
15345,"Then, a flowing mixture (20mL/min) of 10% H2/Ar was introduced, raising the temperature from room temperature up to 773K, with a heating rate of 8°/min.",0
15346,"In line with this, the reduction of CuNPs/CeO2 is accomplished at a temperature lower than the ones corresponding to the other catalysts.",0
15347,"Besides, Table 2 also reports the activity related to the surface concentration of copper (TOF, moles of the aldehyde converted per second and per mole of exposed metal).",0
15348,A thermocouple was used to monitor the temperature inside the catalyst bed.,0
15349,The system was also equipped with a pressure sensor to check for any changes in the pressure drop.,0
15350,"In the case of sequential cracking, the H2 productivity was calculated either as the quantity of hydrogen produced (in mmol) per mass unit (in g) of bio-oil, or as hydrogen produced (in mmol) per time unit (in min) and mass unit (in g) of catalyst.",0
15351,"On the rhodium catalyst the initial CH4 concentration is lower than that on platinum, but increases with the number of sequences, reaching the same value as on platinum.",0
15352,"The CO2 concentration slightly increases in the case of rhodium, but more markedly for platinum.",0
15353,This feature can be related to the fact that the former are obtained by integration of the entire concentration profiles determined by MS while the latter correspond to the GC concentrations measured when the cracking profile reaches a steady-state value.,0
15354,"The hydrogen concentration is practically stable around 50vol.% for both catalytic systems, i.e., a value close to that observed for powder systems.",0
15355,"A first difference between monolithic and powder catalysts consists in a much higher CO concentration, leading to a much lower CO2/CO molar ratio as observed in Fig.",0
15356,The relative concentration of the different components in the mixture was adjusted to obtain a C:H:O ratio of 37.4:8.6:54.0 as close as possible to the real one (Table 2).,0
15357,"Between 600 and 700°C, the H2 concentration remains constant at a level of ca.",0
15358,"The carbon monoxide formation strongly increases with increasing temperature, while the reverse is observed for CO2.",0
15359,were performed in 5-L reactors (Duran® flasks) with a 2-L working volume.,0
15360,The flasks were flushed with nitrogen gas for 15 min to establish anaerobic conditions and then placed in an orbital shaker at 25 °C and 150 rpm for 304 h. The experiments were performed in triplicates.,0
15361,The composition of the gas and liquid phases were measured at determined time intervals and the headspace pressure was relieved after sampling.,0
15362,"The composition of biogas (hydrogen, carbon dioxide and methane) was determined via gas chromatography (GC-2021, Shimadzu) using a thermal conductivity detector (TCD) and a CARBOXEN 1010 Plot (30 m, 0.53 mm) column with argon as the carrier gas.",0
15363,"The temperatures of the injector and detector were maintained at 220 °C and 230 °C, respectively.",0
15364,"All gas volumes are reported under standard conditions (0 °C, 1 atm).",0
15366,"The concentration of VFA and alcohols were determined with a high-performance liquid chromatograph (HPLC, Shimadzu) equipped with a pump (LC-10ADVP), auto sampler (SIL-20A HT), column oven (CTO-20A) at 43 °C, UV-diode array detector (SDP-M10 AVP), refraction index detector (RID-10A), system controller (SCL-10AVP) and an Aminex HPX-87H column (300 mm, 7.8 mm, BioRad).",0
15368,The model was designed to describe a homogeneous compartment of constant volume without mass transfer limitations.,0
15369,All state variables are expressed in terms of g of COD per liter of reaction volume.,0
15371,"(1) d C d t = − X · I · k C · C C + K S C in which kC is the maximum carbohydrate consumption rate (g COD g COD−1 h−1), KSC is the half-saturation constant for carbohydrate consumption (g COD h−1), and I is an empirical function to model low-pH inhibition , as described in Equation (2).",0
15373,(3) d X d t = − Y · d C d t − k d · X in which Y is the biomass yield on carbohydrates (g COD g COD−1) and kd is the first-order biomass decay coefficient (h−1).,0
15374,"(4) d L d t = − 1 − Y · f C − L d C d t − X · I · k L · L L + K S L (5) d A d t = − 1 − Y · f C − A d C d t − f L − A · X · I · k L · L L + K S L (6) d B d t = f L − B · X · I · k L · L L + K S L (7) d H d t = − 1 − Y · f C − H d C d t + f L − H · X · I · k L · L L + K S L in which fi-j are the stoichiometric coefficients of the fermentation product j associated with the consumption of i, kL is the maximum lactate uptake rate (g COD g COD−1 h−1), and KSL is the half-saturation constant for lactate uptake (g COD h−1).",0
15376,"At the end of the operation, the mixed microbial culture retained in the ASTBR, corresponding to a biomass concentration of 17.7 ± 0.8 g SSV L−1, was collected and used as inoculum for the batch experiments.",0
15378,The carbohydrates were quickly consumed during the assay and 93% of the initial concentration was converted after 38.5 h of reaction.,0
15379,The reaction was kept under nitrogen atmosphere at room temperature for 6 h and polymers were obtained through the extraction using dichloromethane and isolation by precipitating in cold hexane.,0
15380,"1H NMR in deuterated chloroform on a 400 MHz spectrometer: 7.2–7.3 (m, 2H, Ar), 7.5–7.6 (m, 2H, Ar), 5.3 (m, 2H OCH2-PhO), 4.1–4.3 (m, 4H, COOCH2CH), 1.8–2.0 (m, 2H, C(CH2) 3HO), 1.0–1.8 (m, 8H, Cyclic CH2).",0
15381,"The hydrogen peroxide solutions were incubated at 37 °C with mechanical stirring for 24 h. After short centrifugation, the hydrogen peroxide concentration of the supernatant was determined using the Amplex Red assay (Invitrogen, US) according to the manufacturer’s protocol.",0
15383,"2 illustrates the reduction of H2O2 concentration by HBA, POX nanoparticles or HPOX nanoparticles.",0
15384,"Following paraffin removal through incubation at 60 °C for 30 min, the sections were cleared with xylene, and subtractive series of alcohols was used for rehydration.",0
15385,The autoclave was allowed to naturally cool down to room temperature.,0
15386,"Thus, a low methanol concentration (0.03M, 2.25mmol methanol) was employed during the photocatalytic experiment to avoid the high overpressure generated by the evolved H2 at high methanol concentration allowing for longer reaction times in the sealed reactor.",0
15387,"Next, they were incubated overnight at 37 °C with trypsin (Promega, Madison, WI, USA) for in-gel protein digestion.",0
15388,"To investigate the difference between the non-noble metal-doped C12A7-O− catalyst and the metal/γ-Al2O3 catalyst, we also prepared the γ-Al2O3/x%M catalysts via methods similar to those described above.",0
15389,The bio-oil steam reforming experiments were carried out in a continuous flowing system using a fixed bed micro-reactor under atmospheric pressure (Fig.,0
15390,The reaction system was equipped with pressure indicators and mass flow controllers.,0
15391,"The bio-oil reforming performance on a given catalyst was studied by measuring hydrogen yield, carbon conversion, products distribution and the catalyst lifetime under variable reforming conditions (i.e., temperature, S/C ratio, gas hourly space velocity, etc.).",0
15392,"3.1.1 Comparison of different catalysts The prepared catalysts, C12A7-O−, C12A7-O−/x% Mg, C12A7-O−/x% K, C12A7-O−/x% Ce, and γ-Al2O3/x% Mg, were tested at a given molar steam-to-carbon ratio (S/C=4.0) and a gas hourly space velocity (GHSV=10,000h−1).",0
15393,"With temperature increasing, the H2 yields increased in our investigated range (250–750°C).",0
15394,"As the Mg concentration of 18% in C12A7-O−/x% Mg was added, a maximum hydrogen yield of about 80% was reached and the carbon conversion was about 96% at the reforming temperature of 750°C, S/C=4.0, and GHSV=10,000h−1.",0
15396,"3.2.1 Effect of reforming temperature The important parameters for steam reforming are temperature (T), molar steam-to-carbon ratio (S/C) and space velocity (GHSV).",0
15397,"4 (a) shows the effect of temperature on the hydrogen yield for the typical catalytic steam reforming conditions at different S/C ratios (C12A7-O−/18% Mg: 200mg; S/C=1.5, 4.0, 9.0; GHSV=10,000h−1).",0
15398,"In the temperature range of 500–750°C, the hydrogen yield significantly increases with temperature increasing, and gives a maximum value of about 82% within our investigated region (S/C=9).",0
15399,"As the reforming temperature increased, both the H2 yield and the carbon conversion were controlled by the steam reforming reactions of the oxygenated organic compounds in the bio-oil (reaction (1)) and the reaction of water gas shift (WGS) (reaction (2)), which leads simultaneously to an increase in both H2 and CO2.",0
15400,"5 (a–c), the distribution of the carbon-containing products (selectivities) is depicted as a function of reaction temperature for the catalytic steam reforming of the bio-oil on C12A7-O−/18% Mg (S/C=1.5, 4.0, 9.0; GHSV=10,000h−1).",0
15401,"In order to more clearly show the selectivities of the products, the yield ratios of CO2/CO and H2/CO as a function of temperature are given in Fig.",0
15402,"The above results indicated that the reaction of water gas shift (reaction (2)) was enhanced by increasing S/C, which mainly occurred at the temperature lower than 650°C.",0
15403,"7 (a)–(c) show the yield of hydrogen, the carbon conversion and the distribution of the carbon-containing products as a function of S/C at a given temperature of 750°C over C12A7-O−/18% Mg catalyst.",0
15404,"With increasing of reaction temperature, the deposition amounts of carbon on the surface of the catalyst increased.",0
15405,"The experiments were conducted in three semi-continuous anaerobic digesters (Digester A, B and C), with the working volume of 10 L (CSTR-10S, Bioprocess Control, Sweden), by manually feeding the substrates five times a week, from Monday to Friday.",0
15406,"The digesters were automatically stirred at ∼13 rad/s, and temperature was maintained at 37 °C with thermostatically controlled water jackets.",0
15408,"For each digester, the produced biogas was continuously collected and sent through CO2 traps (NaOH 3M solutions) to the methane detection units (μFlow, Bioprocess Control, Sweden) equipped with gas flow rate normalization and automatic gas volume measurement at T = 0 °C and p = 1 atm.",0
15411,Volatile fatty acids (VFAs) were analysed on filtered (0.2 μm) and acidified liquid samples using a PerkinElmer Auto System Gas-Chromatograph equipped with a flame ionization detector (FID) (2 mm stainless steel column packed with 60/80 mesh Carbopak B-DA 80–120 4% CW 20 M Supelco; oven temperature: 175 °C; injector temperature: 200 °C; detector temperature: 250 °C; N2 carrier gas at a flow rate of 20 mL min−1).,0
15414,"Biogas composition was measured using a PerkinElmer Auto System Gas-Chromatograph with a thermal conductivity detector (TCD) (stainless steel column Supelco, 15’ x 1/8”, 2.1 mm ID, packed with 60/80 mesh Carboxen 1000; injector temperature: 200 °C, column temperature: 150 °C, detector temperature: 200 °C; N2 carrier gas at a flow rate of 17 mL min−1).",0
15416,DNA was stored at −20 °C for few days and used for high-throughput 16S rRNA gene sequencing analysis.,0
15417,"Qubit 3.0 Fluorometer (Thermo Fisher Scientific, USA) was used to evaluate the library concentration before being pooled in equimolar concentrations at 4 nM.",0
15418,The dry and ground feedstock is then fed to an atmospheric circulating fluidized bed (CFB) pyrolysis reactor where it is rapidly heated to 520 °C in the absence of oxygen.,0
15419,"The steam cycle has been modelled as a three-stage turbine island, consisting of high pressure (HP), intermediate pressure (IP) and low pressure (LP) turbine sections.",0
15420,"(9): (9) η e n h a n c e m e n t = ( Q S N G Δ P n e t ) , where QSNG is the total SNG output in MW (LHV) and ΔPnet is the difference in net electricity requirement between the enhanced and non-enhanced process configuration.",0
15421,"Although significantly different, there were minimal residual sugar concentration differences between treatments.",0
15422,Major differences in the concentration of volatile compounds were also found among treatments.,0
15423,"The reaction was incubated for 5–10min at room temperature, followed by 5–10min incubation on ice, and a 3μL aliquot was used to transform 50μL E. coli XL1-Blue competent cells according to a standard transformation protocol.",0
15424,"2, first bar).",0
15425,"2, 2nd bar).",0
15426,"= 0.6 cm, length =30 cm) heated by an electric furnace at a rate of 10 °C/min to 300 °C in helium gas flow at a rate of 30 mL/min, which facilitates the desorption of physically adsorbed water.",0
15427,"After degassing, the sample was cooled to room temperature and the helium gas was switched to reducing gas of 5% H2 in argon (30 mL/min) and the temperature was increased to 700 °C at a ramping rate of 5 °C/min.",0
15429,"The CDM activities were performed in the temperature range of 500 to 650 °C at atmospheric pressure in a fixed-bed vertical quartz reactor (i.d = 2 cm, length = 46 cm), operated in a downflow mode.",0
15432,The CDM activities were measured over Ni-La-Al2O3 (2 : 0.1 : 0.9) catalyst at different reaction temperatures in the range of 500 to 650 °C and data were plotted in Figure 2 .,0
15433,"573, 1300, 750, and 352 molH2 ·mol−1 Ni are observed at 500, 550, 600, and 650 °C reaction temperatures with total run time of 44, 40, 30, and 16 h, respectively.",0
15434,"Thus, it is suggested that a reaction temperature of 550 °C is the optimal for obtaining good hydrogen yield over Ni-La-Al (2:0.1 :0.9) catalyst.",0
15436,The influence of calcination temperature over Ni-La-Al2O3 (calcined in the range from 350 to 750 °C) (2 : 0.1 : 0.9) catalyst on CDM activity is shown in Figure 4 .,0
15438,The influence of reduction temperature on CDM activities is measured over Ni-La-Al2O3 (2 : 0.1 : 0.9) catalyst and the data are presented in Figure 5 .,0
15439,"The specific surface area, pore volume and pore size distribution of the Ce-MCM-41 samples were measured in a Digisorb 2600 equipment by using low temperature N2 physisorption isotherms.",0
15441,The power X-ray diffraction data were collected at room temperature in a Siemens D-5000 diffractometer with Cu Kα radiation and a secondary beam monochromator.,0
15442,"The Raman spectra were obtained at room temperature using a Yvon Jobin Horiba (T64000) spectrometer, equipped with a CCD camera detector.",0
15443,Reaction temperature has a significant influence on the methane conversion.,0
15444,"Over all the catalysts, CH4 conversion increased with increasing of the reaction temperature (not shown).",0
15445,4 shows the methane conversion via reaction time at 580 °C over the different catalysts.,0
15446,Data were taken to characterize the steady state performance of the system for each combination of HRT and glucose concentration.,0
15447,"As a whole, both the HRT and the glucose concentration had an important effect on H2 yields ( p < 0.05 ).",0
15448,"All of the catalysts were reduced in H2 by heating from ambient to 150°C with a ramp rate of 10°C/min, held for 1h, then flushed with He for 30min and cooled down to room temperature.",0
15449,"The catalyst in an amount of 0.05–0.1g was loaded to the reaction cell and reduced in H2 flowing at 30sccm by heating at a 10°C/min ramp rate to 150°C or 250°C or 350°C, then holding for 1h followed by flushing with He for 30min before cooling to room temperature.",0
15450,"Runs were conducted for 2–3h at 125°C and atmospheric pressure, using 0.05–0.15g of catalyst and the appropriate flow rate to achieve the desired W/F (gcat/gfeed/h).",0
15451,"As the reduction temperature increases, not only do both the bridge and multibonded CO peaks become relatively larger, but the multibonded-to-bridge ratio also increases.",0
15452,"Experiments between 266 and 800mbar were performed in a closed-loop reactor system (reactor volume: 70ml) , using 6mg of 7.5% Ag/SiO2.",0
15453,"The hydrogen:acrolein ratio and the temperature were identical to those in the closed-loop apparatus, with a H2 flow rate of 6.7l/h (STP).",0
15454,"In analogy to the low pressure experiments, pre-treatment of the catalysts with air has been carried out at ambient pressure ex situ at 250°C (denoted “Air-250” in the catalyst labels), sometimes followed by in situ reduction with hydrogen at 250°C (“H2-250”) or 325°C (“H2-325”), as detailed in the results section.",0
15455,Considering the higher amount of acrolein introduced in the feed at 800mbar the fresh catalyst achieved 1.5-times higher turnover at that pressure.,0
15456,Experiments have also been performed at high pressure (p =10bar).,0
15457,"1 ) consisted of a single chamber with a volume of 350 mL and was equipped with a cathode (180 mm × 450 mm, 0.5 mm thick) manufactured from stainless steel mesh and rolling activated carbon bound with PTFE as the catalyst layer , with a carbon paper anode (TGP-H090, Toray, Tokyo, Japan) (180 mm × 450 mm, 0.19 mm thick) via a titanium wire connection as reported previously .",0
15458,"Double-ended, high-grade stainless steel bottles (10 cm diameter and 1000 cm3 volume), equipped with shut-off valves with a maximum pressure of 22 MPa, were used to collect gas samples.",0
15460,"Chromatographic separation of gas components was achieved using an HP-PLOT Q column (30 m × 0.32 mm × 20 μm), and a helium carrier gas.",0
15461,"Finally, the sample was cooled to room temperature.",0
15462,This temperature of reduction was chosen in order to obtain a Pt dispersion similar to that of Pt/SBA-15 and Pt/Al-SBA-15.,0
15463,"After reduction under a flow of 5% H2/Ar and desorption of chemisorbed hydrogen in Ar at the temperature of reduction, platinum dispersion was measured at ambient temperature by H2–O2 titrations for Pt/SBA-15 and Pt/Al-SBA-15 (H/Pts O/Pts =1) and by CO chemisorption for Pt/Al2O3 (CO/Pts =1), using an Autochem 2910 (Micromeritics).",0
15464,"The setup, described earlier , allows one to raise or lower the sample vertically between the two sections of the cell: the upper oven section in which thermal treatment takes place and the lower section equipped with a perpendicular body mounted with CaF2 windows, cooled to liquid nitrogen temperature (LNT), where measurements take place.",0
15465,1) then take the following form (1) r 1 = k 1 · c CALD · K CALD ( 1 + c CALD · K CALD + c HALD · K HALD + c CALC · K CALC + c HALC · K HALC ) · c H 2 · K H 1 + c H 2 · K H (2) r 2 = k 2 · c HALD · K HALD ( 1 + c CALD · K CALD + c HALD · K HALD + c CALC · K CALC + c HALC · K HALC ) · c H 2 · K H 1 + c H 2 · K H (3) r 3 = k 3 · c CALD · K CALD ( 1 + c CALD · K CALD + c HALD · K HALD + c CALC · K CALC + c HALC · K HALC ) · c H 2 · K H 1 + c H 2 · K H (4) r 4 = k 4 · c CALC · K CALC ( 1 + c CALD · K CALD + c HALD · K HALD + c CALC · K CALC + c HALC · K HALC ) · c H 2 · K H 1 + c H 2 · K H Several simplifications can be introduced in these kinetic equations.,0
15466,"(129–285 in this work, 74–300 for an initial concentration in CALD of 14–34 10−3 molL−1 in ).",0
15467,"The aquariums were set up as a recirculation system (4 L min−1 per aquarium) and included individual valve control, physical and biological filter (1500 L), digitally controlled temperature, and supplementary aeration.",0
15468,The total water volume of the recirculation system was 4800 L and the replacement rate was 80% per hour.,0
15469,The aquariums were maintained periodically by siphoning and renewing 20% of the total system volume.,0
15470,"The blood was centrifuged, and the plasma was used to determine the glucose concentration as measured by glucose oxidase (Labtest, Sao Paulo, Brazil, code 84), and cortisol concentrations by an immunoenzymatic assay using a commercial kit (DRG International, Inc., USA; Cortisol ELISA - EIA - 1887).",0
15471,by the continuous evaluation of the decrease in hydrogen peroxide (H2O2) concentration at λ = 240 nm.,0
15472,CO adsorption was performed at room temperature.,0
15473,"For the heated samples, the catalyst was elevated to the desired temperature and held for 2min, followed by cooling to room temperature.",0
15475,Strong peaks at 1593 and 1566cm−1 (COO asymmetric stretching region ) were observed upon HAL adsorption on the uncoated surface and gradually increased in magnitude with increasing temperature.,0
15476,"While decarbonylation was hindered at low temperature on both uncoated and C18-coated surfaces, it could be activated at higher temperatures, as indicated by the detection of CO in temperature-programmed desorption experiments (Fig.",0
15477,"Afterwards, a furnace at 120 °C was used to dry the samples overnight before calcination at 700 °C for 180 min.",0
15478,H2 yields from dry reforming of methane over different catalyst at 700 °C during 420minutes time on stream and at different temperatures are shown in Fig.,0
15479,The large difference/increase in H2 yield in every catalyst is observed at a temperature between 650 and 700 °C.,0
15481,Higher H2 yields trend at higher temperature indicated the endothermic nature of DRM reaction.,0
15482,"The surface area, pore size, pore volume, and crystalline Size of NiO of Ni-xY-ZrO2 (x = 0, 5,10,15,20) catalyst systems are shown in Supporting information Table S1.",0
15483,The surface area is improved to trice and pore volume to twice up to 15wt% yttrium incorporation.,0
15484,It shows a major peak at 550 °C for moderately oxidizable β-carbon species .,0
15485,"The H2 content of HRW could maintain for at least 12 h at 20 °C at a relatively constant level (Zhu et al., 2016).",0
15486,The fresh weight of cut flower stems were measured immediately after cutting and before placing the stems in the test solution.,0
15487,The mean values of maximum flower diameter and rate of fresh weight changes in each treatment were calculated by six flowers in each replication.,0
15488,Treatment with 1 % HRW increased the rate of fresh weight compared with control at days 3 and 4.,0
15489,"Therefore, treatment with 1 % HRW might help reduce water loss and maintain high fresh weight in cut roses.",0
15490,"The glass reactor is covered by a purpose-built black plastic covering with openings designed for several uses including sample taking, temperature control and gas flow.",0
15491,A GCT premier gas chromatograph with an orthogonal acceleration -TOF (time of flight) mass spectrometer was used to determine the concentration of all other species in solution.,0
15492,An injection volume of 10 μL was used for all samples except the calibration solutions where 1 μL was injected.,0
15493,"We investigated the effects of 0.05 M, 0.1 M and 0.5 M of both salts and found an almost identical 5 fold decrease in the rate of cinnamic acid degradation in each case to ca.",0
15494,This suggests that the rate of benzaldehyde decomposition is also reduced allowing the intermediate to persist in the system for longer as the sulfate concentration increases.,0
15495,"However, in contrast to the case of the sulfate ions, increasing the chloride concentration above 0.02 mol dm−3 results in an acceleration of cinnamic acid removal, the rate constant increasing from 1.5 × 10−3 s−1 in the absence of the chloride ion, to 2.0 × 10−3 s−1 in the presence of 0.1 M KCl and 2.4 × 10−3 s−1, in the presence of 0.5 M KCl.",0
15497,3.4.2 Effect of KCl and NaCl on intermediates in the photocatalytic decomposition of cinnamic acid An inverse relationship between the chloride concentration and the maximum concentration reached by benzaldehyde is evident from the data in Fig.,0
15498,"The formation of all four intermediates was inhibited by the absence of oxygen, but their decomposition rates were unaffected by increasing chloride concentration.",0
15499,"Commercial γ-Al2O3 (Puralox SCCA 5/170 from Sasol, Germany) with BET surface areas of ∼165m2 g−1, pore volume of 0.47cm3 g−1, and pore diameter of 8nm was used as support.",0
15500,"The ex situ X-ray absorption spectra at both Co and Cu absorption K edges (7709 and 8.979eV, respectively) were measured at SNBL BM01B beam line, ESRF, France.",0
15502,"The influence of intraparticle diffusion limitations was evaluated using Weisz modulus : Φ = r a d 2 D CO C CO where r a is the reaction rate (mol/m3 s), d is the catalyst grain diameter (m), D CO is carbon monoxide diffusivity (m2/s), and C CO is carbon monoxide concentration (mol/m3).",0
15504,XPS indicates a much higher surface concentration of copper than cobalt in the calcined catalysts.,0
15505,"9 shows the magnetization curves of 10Co/Al2O3, 20Co/Al2O3, and bimetallic Co–Cu/Al2O3 catalysts during temperature ramping in hydrogen.",0
15506,Promotion of this catalyst with copper results in a remarkable decrease in the temperature of the emergence of ferromagnetic phases.,0
15507,"Note, however, that the decrease in magnetization with temperature is more pronounced when copper is present in the catalysts.",0
15508,"The mean particle diameter was calculated using following equation: (1) d Ru = 6 ⋅ ( v Ru / a Ru ) ⋅ f S ⋅ w Ru ( n H 2 / m cat ) ⋅ M Ru whereby v Ru represents the atomic volume and a Ru the atomic surface area of ruthenium (data and equation obtained from ), f S the stoichiometry factor of H2 (1:1), on ruthenium, ( n H 2 / m cat ) the chemisorbed amount of hydrogen per catalyst mass.",0
15511,"After charging the reactor with catalyst (Ru/Al2O3, Alfa Aesar, m cat =1g) and, if necessary, with ionic liquid (=1-butyl-3-methylimidazolium bis(trifluoromethanesulfonyl)amide, =1-hexyl-3-methylimidazolium bis(trifluoromethanesulfonyl)amide, Merck, m IL =0.3–0.5g), the citral (Merck) solution (0.3molL−1 in n-hexane, Roth) was introduced.",0
15512,"During the course of hydrogenation, samples were taken periodically and analysed by temperature programmed gas capillary chromatography (HP 6890) using an Agilent DB-Wax column (l =30m, d i =0.25mm, t f =0.25μm), FID, and n-tetradecane (Merck) as internal standard.analysis of textural properties by nitrogen physisorption revealed a decrease in surface area and pore volume of Ru/Al2O3 after reaction (Table 1 ).",0
15514,"Thermal gravimetric analysis (TGA) was carried out to quantify the coke deposits on a Rupprecht and Patashnick oscillating microbalance (TEOM), under the same gas conditions as those used during the TPO experiments, with a temperature ramp of 15°C/min from 50 to 700°C.",0
15515,"The whole bench was completely automated (switching between reactants and purge lines, temperature program and data collection).",0
15516,"A thermocouple, placed inside the catalyst bed, and a pressure sensor connected at the reactor inlet were used to monitor the catalyst temperature and the pressure drop.",0
15518,"Continuous analysis of the gaseous products stream was also ensured by a mass spectrometer (VG-Prolab) equipped with a closed ion source, applying a conventional fragmentation analysis to quantify the concentration of outlet gases.",0
