Title,Pub_name,DOI,Link
Aqueous phase reforming of polyols for hydrogen production using supported Pt<ce:glyph name=sbnd></ce:glyph>Fe bimetallic catalysts,Renewable Energy,10.1016/j.renene.2016.04.020,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2016.04.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by glycerol steam reforming catalyzed by Ni-promoted Fe/Mg-bearing metallurgical wastes,Applied Catalysis B: Environmental,10.1016/j.apcatb.2017.07.039,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2017.07.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from rice winery wastewater in an upflow anaerobic reactor by using mixed anaerobic cultures,International Journal of Hydrogen Energy,10.1016/S0360-3199(02)00073-3,https://api.elsevier.com/content/article/doi/10.1016/S0360-3199(02)00073-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogenation of fatty acid methyl ester over Pd nanoparticles stabilized by thermoregulated ionic liquid,Molecular Catalysis,10.1016/j.mcat.2018.05.011,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2018.05.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Manganese-promoted nickel/alumina catalysts for hydrogen production via auto-thermal reforming of ethanol,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.08.050,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.08.050?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Characterization and hydrogen storage in multi-walled carbon nanotubes grown by aerosol-assisted CVD method,Diamond and Related Materials,10.1016/j.diamond.2014.01.016,https://api.elsevier.com/content/article/doi/10.1016/j.diamond.2014.01.016?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Electrocatalytic synthesis of hydrogen peroxide on Au-Pd nanoparticles: From fundamentals to continuous production,Chemical Physics Letters,10.1016/j.cplett.2017.01.071,https://api.elsevier.com/content/article/doi/10.1016/j.cplett.2017.01.071?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Modeling and optimization of fermentative hydrogen production,Bioresource Technology,10.1016/j.biortech.2011.03.108,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2011.03.108?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective Higher Alcohol Synthesis in Co Hydrogenation Catalyzed on Surface-Grafted Bimetallic Ruthenium Clusters-Their Characterization and Catalytic Performances-,Studies in Surface Science and Catalysis,10.1016/S0167-2991(08)63896-3,https://api.elsevier.com/content/article/doi/10.1016/S0167-2991(08)63896-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Molecular mechanism of ethanol-H<ce:inf loc=post>2</ce:inf> co-production fermentation in anaerobic acidogenesis: Challenges and perspectives,Biotechnology Advances,10.1016/j.biotechadv.2020.107679,https://api.elsevier.com/content/article/doi/10.1016/j.biotechadv.2020.107679?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Insight into the hydrogenation of pure and crude HMF to furan diols using Ru/C as catalyst,Applied Catalysis A: General,10.1016/j.apcata.2019.04.007,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2019.04.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel oxalate gel coprecipitation synthesis of ZrO<ce:inf loc=post>2</ce:inf>-CeO<ce:inf loc=post>2</ce:inf>-promoted CuO-ZnO-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> nanocatalyst for fuel cell-grade hydrogen production from methanol: Influence of ceria-zirconia loading,Energy Conversion and Management,10.1016/j.enconman.2016.12.005,https://api.elsevier.com/content/article/doi/10.1016/j.enconman.2016.12.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Nitrogen-doped carbon materials as a promising platform toward the efficient catalysis for hydrogen generation,Applied Catalysis A: General,10.1016/j.apcata.2018.11.034,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2018.11.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
MOF-derived N-doped carbon composites embedded with Fe/Fe<ce:inf loc=post>3</ce:inf>C nanoparticles as highly chemoselective and stable catalysts for catalytic transfer hydrogenation of nitroarenes,Applied Surface Science,10.1016/j.apsusc.2021.149837,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2021.149837?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
CuS<ce:glyph name=sbnd></ce:glyph>ZnS<ce:inf loc=post>1−x</ce:inf>O<ce:inf loc=post>x</ce:inf>/g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> heterostructured photocatalysts for efficient photocatalytic hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.01.047,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2017.01.047?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic hydrogen production from aqueous glycerol solution using NiO/TiO<ce:inf loc=post>2</ce:inf> catalysts: Effects of preparation and reaction conditions,Applied Catalysis B: Environmental,10.1016/j.apcatb.2015.08.048,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2015.08.048?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biocatalysis for Cellulosic Alcohol and Biodiesel Preparation: Roles of (co-)Solvents,Reference Module in Earth Systems and Environmental Sciences,10.1016/B978-0-12-819727-1.00027-3,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-819727-1.00027-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly selective hydrogenation of furfural over supported Pt nanoparticles under mild conditions,Applied Catalysis B: Environmental,10.1016/j.apcatb.2015.07.006,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2015.07.006?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Nanomixture of 0-D ternary metal oxides (TiO<ce:inf loc=post>2</ce:inf>– SnO<ce:inf loc=post>2</ce:inf>–Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>) cooperating with 1-D hydroxyapatite (HAp) nanorods for RhB removal from synthetic wastewater and hydrogen evolution via water splitting,Chemosphere,10.1016/j.chemosphere.2020.128575,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2020.128575?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Anaerobic fluidized bed reactor with expanded clay as support for hydrogen production through dark fermentation of glucose,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2008.11.007,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2008.11.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Potential benefits of patchouli alcohol in prevention of human diseases: A mechanistic review,International Immunopharmacology,10.1016/j.intimp.2020.107056,https://api.elsevier.com/content/article/doi/10.1016/j.intimp.2020.107056?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by oxidative steam reforming of methanol over Ni/CeO<ce:inf loc=post>2</ce:inf>–ZrO<ce:inf loc=post>2</ce:inf> catalysts,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.02.064,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.02.064?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Engine’s behavior on hydrogen addition of waste cooking oil fueled light duty diesel engine - A dual fuel approach,Energy,10.1016/j.energy.2019.116844,https://api.elsevier.com/content/article/doi/10.1016/j.energy.2019.116844?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Polyvinyl alcohol/sodium alginate composite sponge with 3D ordered/disordered porous structure for rapidly controlling noncompressible hemorrhage,Materials Science and Engineering: C,10.1016/j.msec.2022.112698,https://api.elsevier.com/content/article/doi/10.1016/j.msec.2022.112698?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Perillyl alcohol attenuates rheumatoid arthritis via regulating TLR4/NF-κB and Keap1/Nrf2 signaling pathways: A comprehensive study on<ce:italic>in-vitro</ce:italic> and <ce:italic>in-vivo</ce:italic> experimental models,Phytomedicine,10.1016/j.phymed.2022.153926,https://api.elsevier.com/content/article/doi/10.1016/j.phymed.2022.153926?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The involvement of abscisic acid in hydrogen gas-enhanced drought resistance in tomato seedlings,Scientia Horticulturae,10.1016/j.scienta.2021.110631,https://api.elsevier.com/content/article/doi/10.1016/j.scienta.2021.110631?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective oxidation of monoethanolamine to glycine over supported gold catalysts: The influence of support and the promoting effect of polyvinyl alcohol,Molecular Catalysis,10.1016/j.mcat.2019.03.011,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2019.03.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Optimisation and design of nitrogen-sparged fermentative hydrogen production bioreactors,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2008.08.033,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2008.08.033?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol Metabolism,Encyclopedia of Gastroenterology,10.1016/B978-0-12-801238-3.65618-0,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-801238-3.65618-0?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Sonochemically coprecipitation synthesis of CuO/ZnO/ZrO<ce:inf loc=post>2</ce:inf>/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> nanocatalyst for fuel cell grade hydrogen production via steam methanol reforming,Journal of Molecular Catalysis A: Chemical,10.1016/j.molcata.2016.05.027,https://api.elsevier.com/content/article/doi/10.1016/j.molcata.2016.05.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Regular octahedron Cu-MOFs modifies Mn<ce:inf loc=post>0.05</ce:inf>Cd<ce:inf loc=post>0.95</ce:inf>S nanoparticles to form a S-scheme heterojunction for photocatalytic hydrogen evolution,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.11.214,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.11.214?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
11: Nanocatalysts for hydrogen evolution reactions from hydrazine borane,Nanomaterials for Hydrogen Storage Applications,10.1016/B978-0-12-819476-8.00015-3,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-819476-8.00015-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of activated carbon supported Pt catalysts and optimization of their catalytic activities for hydrogen gas production from the hydrothermal treatment of biomass-derived compounds,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.09.024,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.09.024?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Rational orthologous pathway and biochemical process engineering for adipic acid production using <ce:italic>Pseudomonas taiwanensis</ce:italic> VLB120,Metabolic Engineering,10.1016/j.ymben.2022.01.014,https://api.elsevier.com/content/article/doi/10.1016/j.ymben.2022.01.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Visible light photocatalytic water splitting for hydrogen production from N-TiO<ce:inf loc=post>2</ce:inf> rice grain shaped electrospun nanostructures,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.12.015,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.12.015?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 6: Biohydrogen production from wastewater and organic solid wastes,Waste-to-Energy Approaches Towards Zero Waste,10.1016/B978-0-323-85387-3.00009-4,https://api.elsevier.com/content/article/doi/10.1016/B978-0-323-85387-3.00009-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic activity of Cu/ZnO catalysts mediated by MgO promoter in hydrogenation of methyl acetate to ethanol,Journal of Energy Chemistry,10.1016/j.jechem.2021.03.028,https://api.elsevier.com/content/article/doi/10.1016/j.jechem.2021.03.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
In situ N-acetylcysteine release from polyvinyl alcohol film for moisture-activated food packaging,Food Packaging and Shelf Life,10.1016/j.fpsl.2021.100694,https://api.elsevier.com/content/article/doi/10.1016/j.fpsl.2021.100694?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Excellent electrocatalytic hydrogen evolution performance of hexagonal NiCoP porous nanosheets in alkaline solution,Applied Surface Science,10.1016/j.apsusc.2021.152314,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2021.152314?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Prospects of sugarcane milling waste utilization for hydrogen production in India,Energy Policy,10.1016/j.enpol.2007.02.017,https://api.elsevier.com/content/article/doi/10.1016/j.enpol.2007.02.017?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Oxygen-defects modified amorphous Ta<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>5</ce:inf> nanoparticles for solar driven hydrogen evolution,Ceramics International,10.1016/j.ceramint.2020.10.038,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2020.10.038?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"High oleic safflower biolubricant through double transesterification with methanol and pentaerythritol: Production, characterization and antioxidant addition",Arabian Journal of Chemistry,10.1016/j.arabjc.2022.103796,https://api.elsevier.com/content/article/doi/10.1016/j.arabjc.2022.103796?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Sequential fermentation of hydrogen and methane from steam-exploded sugarcane bagasse hydrolysate,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.04.056,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.04.056?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalyzed transfer hydrogenation by 2-propanol for highly selective PAHs reduction,Catalysis Today,10.1016/j.cattod.2020.06.060,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2020.06.060?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A model to determine the effects of low proportion of hydrogen and the flame kernel radius on combustion and emission performance of direct injection spark ignition engine,Process Safety and Environmental Protection,10.1016/j.psep.2021.01.040,https://api.elsevier.com/content/article/doi/10.1016/j.psep.2021.01.040?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
<ce:italic>Sasa quelpaertensis</ce:italic> leaves ameliorate alcohol-induced liver injury by attenuating oxidative stress in HepG2 cells and mice,Acta Histochemica,10.1016/j.acthis.2018.05.011,https://api.elsevier.com/content/article/doi/10.1016/j.acthis.2018.05.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Towards valorization of hydrogen energy production and storage: A preface to the special issue section,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.02.035,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2016.02.035?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Factors affecting hydrolysis of polyvinyl acetate to polyvinyl alcohol,Journal of Environmental Chemical Engineering,10.1016/j.jece.2019.103238,https://api.elsevier.com/content/article/doi/10.1016/j.jece.2019.103238?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Interfacial effect of Pd supported on mesoporous oxide for catalytic furfural hydrogenation,Catalysis Today,10.1016/j.cattod.2020.02.035,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2020.02.035?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
2: Introduction to hydrogen production,Compendium of Hydrogen Energy,10.1016/B978-1-78242-361-4.00002-9,https://api.elsevier.com/content/article/doi/10.1016/B978-1-78242-361-4.00002-9?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Hydrogenation of CO and CO<ce:inf loc=post>2</ce:inf> toward methanol, alcohols and hydrocarbons on promoted copper-rare earth oxides catalysts",Catalysis Today,10.1016/S0920-5861(96)00191-5,https://api.elsevier.com/content/article/doi/10.1016/S0920-5861(96)00191-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Numerical study of the premixed ammonia-hydrogen combustion under engine-relevant conditions,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.10.045,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.10.045?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Efficient synthesis of (S)-2-chloro-1-(2, 4-dichlorophenyl) ethanol using a tetrad mutant alcohol dehydrogenase from <ce:italic>Lactobacillus kefir</ce:italic>",Process Biochemistry,10.1016/j.procbio.2019.07.008,https://api.elsevier.com/content/article/doi/10.1016/j.procbio.2019.07.008?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Effects of functional milk containing galactooligosaccharide, maltitol, and glucomannan on the production of hydrogen gas in the human intestine",Journal of Functional Foods,10.1016/j.jff.2017.05.013,https://api.elsevier.com/content/article/doi/10.1016/j.jff.2017.05.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Various hydrogenases and formate-dependent hydrogen production in <ce:italic>Citrobacter amalonaticus</ce:italic> Y19,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2007.09.029,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2007.09.029?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biodegradable cotton gin trash/poly(vinyl alcohol) composite plastic: Effect of particle size on physicochemical properties,Powder Technology,10.1016/j.powtec.2020.07.096,https://api.elsevier.com/content/article/doi/10.1016/j.powtec.2020.07.096?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Continuous bio-hydrogen production from citric acid wastewater via facultative anaerobic bacteria,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2005.11.018,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2005.11.018?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of lignocellulose-derived inhibitors on growth and hydrogen production by <ce:italic>Thermoanaerobacterium thermosaccharolyticum</ce:italic> W16,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2009.11.127,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2009.11.127?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Benzyl alcohol oxidation mechanisms by one- and two-electron oxidized species of Cu(II)-salen complexes with <ce:italic>para</ce:italic>-R-substituents, [Cu(R-salen)]<ce:italic><ce:sup loc=post>n</ce:sup></ce:italic><ce:sup loc=post>+</ce:sup> (R = MeO, MeS; <ce:italic>n</ce:italic> = 1, 2)",Inorganica Chimica Acta,10.1016/j.ica.2020.119848,https://api.elsevier.com/content/article/doi/10.1016/j.ica.2020.119848?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Solar hydrogen generation using niobium-based photocatalysts: design strategies, progress, and challenges",Materials Today Energy,10.1016/j.mtener.2021.100936,https://api.elsevier.com/content/article/doi/10.1016/j.mtener.2021.100936?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biomass pyrolysis gas conditioning over an iron-based catalyst for mild deoxygenation and hydrogen production,Fuel,10.1016/j.fuel.2017.09.062,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2017.09.062?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Effect of support on selective 5-hydroxymethylfurfural hydrogenation towards 2,5-dimethylfuran over copper catalysts",Fuel,10.1016/j.fuel.2020.117524,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2020.117524?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Excellent electrocatalytic hydrogen evolution performance of hexagonal NiCoP porous nanosheets in alkaline solution,Applied Surface Science,10.1016/j.apsusc.2021.152314,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2021.152314?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by methane decomposition: Origin of the catalytic activity of carbon materials,Fuel,10.1016/j.fuel.2009.11.030,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2009.11.030?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Renewable hydrogen utilisation for the production of methanol,Energy Conversion and Management,10.1016/j.enconman.2006.06.011,https://api.elsevier.com/content/article/doi/10.1016/j.enconman.2006.06.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
TiO<ce:inf loc=post>2</ce:inf>-supported Ni-Sn as an effective hydrogenation catalyst for aqueous acetic acid to ethanol,Energy Reports,10.1016/j.egyr.2020.08.007,https://api.elsevier.com/content/article/doi/10.1016/j.egyr.2020.08.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Influence of nickel in the hydrogen production activity of TiO<ce:inf loc=post>2</ce:inf>,Applied Catalysis B: Environmental,10.1016/j.apcatb.2014.01.039,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2014.01.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Poly (vinyl alcohol)-alginate as potential matrix for various applications: A focused review,Carbohydrate Polymers,10.1016/j.carbpol.2021.118881,https://api.elsevier.com/content/article/doi/10.1016/j.carbpol.2021.118881?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic hydrogen generation by WO<ce:inf loc=post>3</ce:inf> in synergism with hematite-anatase heterojunction,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.05.043,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.05.043?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Production of high purity hydrogen by sorption enhanced steam reforming of crude glycerol,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.07.084,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.07.084?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Active and stable Co catalysts supported on La-Si binary systems for H<ce:inf loc=post>2</ce:inf> production through ethanol steam reforming,Fuel Processing Technology,10.1016/j.fuproc.2021.106814,https://api.elsevier.com/content/article/doi/10.1016/j.fuproc.2021.106814?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
21: Polymer-based nanocatalyts for alcohol fuel cells,Nanomaterials for Direct Alcohol Fuel Cells,10.1016/B978-0-12-821713-9.00004-4,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-821713-9.00004-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 9: Opportunities for Electricity and Hydrogen Production in Bioelectrochemical Systems,Ethanol,10.1016/B978-0-12-811458-2.00009-2,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-811458-2.00009-2?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Effect of the degree of hydrogenation on the viscosity, surface tension, and density of the liquid organic hydrogen carrier system based on diphenylmethane",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.11.198,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.11.198?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
CdS-loaded flexible carbon nanofiber mats as a platform for solar hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.11.011,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.11.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel synthesized microporous ionic polymer applications in transesterification of <ce:italic>Jatropha curcas</ce:italic> seed oil with short Chain alcohol,Applied Catalysis A: General,10.1016/j.apcata.2021.118335,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2021.118335?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Introducing a novel technique for measuring hydrogen crossover in membrane-based electrochemical cells,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.02.054,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.02.054?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhancement of proton conductivity of crosslinked poly(vinyl alcohol) through introduction of zeolitic imidazolate framework-8 and imidazole,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.08.199,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.08.199?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
